CryoSleep,Age,Transported,Cabin_Num,Cabin_Side,GroupSize,IsAlone,HasSpent,IsChild,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Cabin_Deck_B,Cabin_Deck_C,Cabin_Deck_D,Cabin_Deck_E,Cabin_Deck_F,Cabin_Deck_G,RoomService_log,FoodCourt_log,ShoppingMall_log,Spa_log,VRDeck_log,TotalSpent_log
0,49.0,0,381.0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,3.044522437723423,0.0,0.0,6.646390514847729,0.0,6.672032945461067
0,52.0,1,184.0,0,3,0,1,0,0,1,0,1,0,0,1,0,0,0,7.21890970761906,4.882801922586371,6.09807428216624,0.0,0.0,7.570443252057374
1,35.0,1,1213.0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1,22.0,1,1213.0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.0,0,1121.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,7.347943823148687,0.0,0.0,7.347943823148687
1,47.0,1,224.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,25.0,1,1122.0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1,11.0,1,953.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,17.0,0,1214.0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2.9444389791664403,2.3978952727983707,4.304065093204169,0.0,6.956545443151569,7.048386408721883
0,41.0,1,1123.0,1,8,0,1,0,0,0,0,1,0,0,0,0,1,0,2.1972245773362196,6.278521424165844,0.0,0.0,4.61512051684126,6.46302945692067
0,55.0,1,1123.0,1,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,6.230481447578482,6.813444599510896,7.256297239690681
0,29.0,1,1123.0,1,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,7.78155595923534,2.0794415416798357,3.044522437723423,1.9459101490553132,7.795234929002173
0,19.0,0,954.0,1,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,6.790097235513905,0.0,6.790097235513905
1,23.0,1,954.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,32.0,0,954.0,1,8,0,1,0,0,0,0,1,0,0,0,0,0,1,8.41604600941128,6.818924065275521,0.0,4.543294782270004,0.0,8.617219505483362
0,27.0,0,954.0,1,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,7.506042178518122,7.506042178518122
0,25.0,1,954.0,1,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,6.794586580876499,0.0,0.0,6.794586580876499
0,24.0,0,1216.0,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,2.3978952727983707,3.912023005428146,0.0,7.311886164077165,2.3978952727983707,7.356918242356021
1,30.0,0,373.0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,50.0,1,374.0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,6.661854740545311,1.0986122886681096,0.0,4.127134385045092,0.0,6.739336627357174
0,51.0,0,1217.0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,5.308267697401205,6.354370040797351,3.713572066704308,0.0,2.4849066497880004,6.717804695023691
0,27.0,0,1218.0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,7.194436851100335,0.0,0.0,0.0,0.0,7.194436851100335
0,35.0,0,1218.0,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,6.621405651764134,0.0,0.0,0.0,6.97166860472579,7.504391559161238
0,48.0,0,954.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,6.673297967767654,7.7702232041587855,7.164720378771857,8.400884069015854
1,27.0,1,955.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,19.0,1,955.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,18.0,1,957.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,25.0,1,221.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,41.0,1,958.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,62.0,1,1220.0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1,30.0,1,1220.0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1,6.0,1,1220.0,0,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,15.0,0,1221.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,3.713572066704308,0.0,0.0,6.733401891837359,6.779921907472252
0,34.0,0,177.0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,5.093750200806762,0.0,6.53813982376767,3.367295829986474,0.0,6.78105762593618
0,34.0,0,376.0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,5.4116460518550396,0.0,2.639057329615259,6.244166900663736,3.7376696182833684,6.674561391814426
0,23.0,1,959.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2.833213344056216,6.5337888379333435,0.6931471805599453,0.6931471805599453,0.0,6.559615237493242
0,51.0,0,957.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,5.337538079701318,5.8522024797744745,5.572154032177765,6.705639094860003
1,63.0,1,960.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,42.0,1,1126.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,4.442651256490317,5.973809611869261,5.707110264748875,0.0,0.0,6.655440350367647
0,19.0,1,1127.0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,6.57507584059962,0.0,0.0,0.0,6.57507584059962
1,5.0,1,961.0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,2.0,1,961.0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,15.0,1,963.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,36.0,0,185.0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0.0,1.9459101490553132,0.0,0.6931471805599453,7.249925536717988,7.254884810077338
0,32.0,0,382.0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,3.6888794541139363,0.0,6.620073206530356,6.670766320845874
0,19.0,1,383.0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1.0986122886681096,1.3862943611198906,6.111467339502679,5.3230099791384085,0.0,6.492239835020471
0,26.0,1,55.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,7.794823152179389,2.772588722239781,1.791759469228055,0.0,7.803026643632217
0,33.0,0,1223.0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,3.8918202981106265,4.553876891600541,6.6293632534374485,5.733341276897746,0.0,7.095893221097532
1,38.0,1,959.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,22.0,0,1224.0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,6.756932389247553,4.143134726391533,0.0,6.826545223556594
0,32.0,0,960.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,30.0,1,1129.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,51.0,0,1225.0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,5.030437921392435,4.02535169073515,3.258096538021482,4.31748811353631,5.66988092298052,6.39024066706535
0,29.0,0,226.0,1,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0.0,7.405495663199472,0.0,0.0,8.237743803890933,8.59877317840866
0,16.0,1,226.0,1,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0.0,7.602401335665818,0.0,4.574710978503383,4.248495242049359,7.681560362559537
0,32.0,0,226.0,1,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,5.488937726156687,8.467582690862903,8.51699317141357
0,24.0,0,201.0,0,7,0,1,0,1,0,0,0,1,0,0,0,0,0,0.0,7.792348924113037,0.0,6.587550014824796,7.741099090035366,8.602820277383675
0,23.0,0,201.0,0,7,0,1,0,1,0,0,1,1,0,0,0,0,0,0.0,4.700480365792417,0.0,8.478660241699453,3.258096538021482,8.506132244056813
1,46.0,1,201.0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,49.0,0,201.0,0,7,0,1,0,1,0,0,0,1,0,0,0,0,0,0.0,7.142827401161621,0.0,8.607947554684701,4.653960350157523,8.830981510952498
1,17.0,1,201.0,0,7,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0,0,201.0,0,7,0,1,0,1,0,0,0,1,0,0,0,0,0,1.6094379124341003,8.257904193465674,5.783825182329737,6.802394763324311,5.929589143389895,8.605204068738951
0,43.0,0,201.0,0,7,0,1,0,1,0,0,0,1,0,0,0,0,0,0.0,7.442492722794441,0.0,5.616771097666572,7.6290038896529575,8.30325712085294
0,20.0,1,377.0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,5.0106352940962555,3.258096538021482,6.327936783729195,3.091042453358316,3.5263605246161616,6.669498089857879
1,24.0,1,227.0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,28.0,0,227.0,1,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0.0,6.922643891475888,0.0,7.80954132465341,6.249975242259483,8.292798858200374
1,19.0,1,227.0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,39.0,0,56.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.5256399750415355,5.147494476813453,7.613818684808629
0,34.0,0,1131.0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,7.344719054149673,6.186208623900494,4.584967478670572,4.0943445622221,0.0,7.691200097522863
0,29.0,1,962.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,4.499809670330265,7.453561871643373,0.0,0.0,1.3862943611198906,7.505492274737424
0,14.0,1,384.0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,3.970291913552122,0.0,0.0,3.970291913552122
1,27.0,1,967.0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,30.0,0,385.0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,6.444131256700441,0.0,6.300785794663244,0.0,4.844187086458591,7.1693500166706
0,27.0,1,386.0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,4.290459441148391,6.818924065275521,0.0,0.0,2.0794415416798357,6.901737206656574
1,32.0,1,969.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,7.0,1,970.0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,34.0,1,970.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,47.0,1,970.0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,5.099866427824199,1.0986122886681096,2.4849066497880004,6.386879319362645,0.0,6.646390514847729
0,19.0,0,387.0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,5.707110264748875,1.791759469228055,6.466144724237619,0.0,0.0,6.854354502255021
1,52.0,1,388.0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,19.0,0,180.0,1,2,0,1,0,0,1,0,1,0,0,1,0,0,0,6.6320017773956295,6.054439346269371,0.0,0.0,0.0,7.076653815443951
1,18.0,1,1132.0,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,32.0,0,378.0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0.0,1.791759469228055,0.0,4.174387269895637,0.0,4.248495242049359
0,21.0,0,1133.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,6.049733455231958,0.0,5.153291594497779,0.0,0.0,6.39024066706535
0,22.0,1,1134.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,13.0,0,390.0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,5.062595033026967,0.0,7.090076835776092,0.0,2.70805020110221,7.223295679562314
0,25.0,0,391.0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,7.646831391430482,0.0,1.9459101490553132,0.0,0.0,7.649692623711514
0,33.0,0,392.0,1,2,0,1,0,0,1,0,1,0,0,0,1,0,0,6.729824070489475,0.0,5.049856007249537,3.4657359027997265,0.0,6.930494765951626
0,27.0,0,1135.0,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,7.22983877815125,0.0,6.028278520230698,0.0,6.692083742506628,7.8628820346414905
0,21.0,0,379.0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,2.5649493574615367,0.0,0.0,7.413970290190444,0.0,7.421177528595393
1,17.0,1,203.0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,15.0,1,203.0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,58.0,0,203.0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1.0986122886681096,8.259199362666282,0.0,7.301822342137932,4.304065093204169,8.597851094433691
0,29.0,0,181.0,1,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0.6931471805599453,7.940939762327791,4.584967478670572,4.127134385045092,7.113142108707088,8.341886969516187
1,34.0,1,181.0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,28.0,1,222.0,1,3,0,1,0,1,0,0,1,0,1,0,0,0,0,0.0,8.472405008626103,7.474204806496124,0.6931471805599453,5.5134287461649825,8.823206220552741
0,29.0,1,222.0,1,3,0,1,0,1,0,0,1,0,1,0,0,0,0,8.075893630298857,7.10002716662926,1.6094379124341003,2.0794415416798357,6.035481432524756,8.487764380725425
1,25.0,1,222.0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.0,0,1228.0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,4.727387818712341,7.077498053569231,4.969813299576001,1.0986122886681096,6.373319789577012,7.614312146452
0,22.0,1,964.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.0,3.713572066704308,6.536691597591305,0.0,4.382026634673881,6.695798917058491
1,38.0,1,965.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,38.0,1,965.0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,6.665683717782408,0.0,0.0,0.0,6.665683717782408
0,0.0,0,965.0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,27.0,0,1229.0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2.8903717578961645,0.0,0.0,3.912023005428146,6.7661917146603505,6.839476438228843
1,0.0,1,972.0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,37.0,0,1137.0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,6.54965074223381,0.0,0.0,1.9459101490553132,6.558197802812269
0,2.0,1,972.0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,40.0,1,229.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,47.0,0,1230.0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,6.1070228877422545,0.0,6.79346613258001,0.0,5.4638318050256105,7.362010551259734
0,34.0,1,1138.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,2.4849066497880004,6.415096959171596,6.3835066348840055,6.646390514847729,7.591861714889934
0,43.0,0,1139.0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,6.99117688712121,1.6094379124341003,5.313205979041787,5.996452088619021,0.0,7.434847875211999
1,21.0,1,186.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,43.0,1,380.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,33.0,0,182.0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,8.036249942132116,0.0,6.695798917058491,0.0,0.0,8.268475388982598
0,28.0,1,230.0,1,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,57.0,0,230.0,1,4,0,1,0,1,0,0,0,1,0,0,0,0,0,5.303304908059076,2.302585092994046,0.0,0.0,10.091376913633546,10.09999961284942
0,27.0,1,230.0,1,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,46.0,0,230.0,1,4,0,1,0,1,0,0,1,1,0,0,0,0,0,0.0,8.089482474360754,6.635946555686647,8.39479954320217,0.0,9.041211408968211
0,19.0,1,223.0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0986122886681096,2.302585092994046,2.4849066497880004
0,27.0,0,1140.0,1,3,0,1,0,0,1,0,1,0,0,0,0,1,0,6.091309882077698,0.0,5.986452005284438,6.156978985585555,0.0,7.177782416195197
0,2.0,1,1140.0,1,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1,1140.0,1,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.0,0,1233.0,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,7.274479558773871,0.0,0.0,0.0,2.639057329615259,7.283448228756631
1,47.0,1,1233.0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,38.0,1,187.0,0,2,0,1,0,0,1,1,0,0,0,1,0,0,0,7.097548850614793,0.0,2.639057329615259,3.6635616461296463,0.0,7.138866999945524
0,24.0,0,381.0,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,6.320768294250582,0.0,6.428105272684596,0.0,0.0,7.068172000388042
0,24.0,1,1234.0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,5.6240175061873385,0.0,0.0,0.0,6.194405391104672,6.641182169740591
0,25.0,1,188.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.0,1,973.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.0,1.791759469228055,1.9459101490553132,0.0,0.0,2.4849066497880004
0,44.0,0,1235.0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,7.9919305198524775,0.0,2.3978952727983707,2.5649493574615367,6.541029999189903,8.208219383496834
0,20.0,0,1141.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,6.556778356158042,0.0,6.556778356158042
1,23.0,1,974.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,26.0,1,224.0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,9.173883834965567,3.9512437185814275,5.41610040220442,7.795234929002173,9.42100640177928
1,20.0,1,975.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,27.0,1,394.0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.0,0,1236.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,4.553876891600541,4.890349128221754,0.0,6.875232087276577,1.791759469228055,7.089243155027514
1,33.0,1,967.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,30.0,1,977.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,6.169610732491456,0.0,2.1972245773362196,0.0,5.780743515792329,6.695798917058491
0,32.0,1,968.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.0,4.653960350157523,1.0986122886681096,0.0,6.687108607866515,6.811244378601294
0,19.0,0,933.5,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,6.661854740545311,0.0,5.69035945432406,6.419994928147142,0.0,7.432483807917119
0,41.0,0,189.0,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0.6931471805599453,0.0,6.695798917058491,0.0,0.0,6.697034247666484
1,50.0,0,969.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,36.0,0,970.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2.302585092994046,5.5134287461649825,0.0,6.180016653652572,2.833213344056216,6.626717749249025
1,21.0,1,1143.0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,45.0,0,190.0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,6.925595197110468,8.259458195332408,0.0,6.400257445308821,8.294049640102028,9.15704507491796
1,26.0,1,190.0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,44.0,1,971.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,24.0,1,1238.0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,4.304065093204169,6.42648845745769,0.0,0.0,6.53813982376767
1,15.0,1,979.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,58.0,0,1239.0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,7.595889917718538,2.9444389791664403,7.60489448081162
0,13.0,0,395.0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,3.367295829986474,5.983936280687191,5.908082938168931,0.0,0.0,6.674561391814426
1,19.0,1,231.0,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.0,1,231.0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,4.948759890378168,8.401108712395436,0.0,0.0,7.62608275807238,8.801168401936692
0,24.0,0,383.0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,6.577861357721047,0.0,5.583496308781699,5.713732805509369,5.953243334287785,7.4205789054108005
0,20.0,0,973.0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1.3862943611198906,0.0,0.0,6.693323668269949,0.0,6.697034247666484
1,34.0,1,1144.0,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1,13.0,1,1144.0,1,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,27.0,1,1145.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,6.733401891837359,0.0,3.6109179126442243,1.791759469228055,6.78105762593618
1,39.0,0,974.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0,974.0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,10.0,0,974.0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,9.0,0,974.0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,34.0,0,1242.0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,6.876264611890766,5.6131281063880705,0.0,5.648974238161206,7.329749689041512
0,11.0,0,974.0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0,974.0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,24.0,0,1243.0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,2.70805020110221,6.448889394146858,6.470799503782602
1,16.0,1,975.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,42.0,0,1245.0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,6.042632833682381,0.0,0.6931471805599453,5.170483995038151,6.391917113392602
0,41.0,1,1246.0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,6.890609120147166,4.174387269895637,5.942799375126701,0.0,0.0,7.2633296174768365
0,36.0,1,232.0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0.0,7.511524648390866,9.111514017669288,0.6931471805599453,1.0986122886681096,9.295600215927006
0,27.0,0,57.0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,7.496652438168283,0.0,5.720311776607412,7.2399325913204695,8.160232492367689
0,32.0,0,57.0,0,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0.0,6.675823221634848,0.0,0.6931471805599453,7.197435354096591,7.663407664893479
0,11.0,1,57.0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,26.0,1,933.5,1,5,0,1,0,1,0,0,1,0,0,0,0,1,0,0.0,8.19946419761216,0.0,6.950814768442584,0.0,8.451480648050856
0,28.0,1,57.0,0,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0.0,8.84246002419529,0.0,3.4011973816621555,3.828641396489095,8.853093836138493
0,25.0,0,396.0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0.0,3.4339872044851463,3.044522437723423,0.0,6.848005274576363,6.899723107284872
0,5.0,1,981.0,1,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,27.0,1,981.0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,13.0,1,981.0,1,7,0,1,1,0,0,0,1,0,0,0,0,0,1,6.748759547491679,4.997212273764115,2.0794415416798357,0.0,0.6931471805599453,6.915723448631314
0,30.0,1,981.0,1,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,3.8712010109078907,6.556778356158042,1.6094379124341003,6.626717749249025
1,15.0,1,981.0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
